st_gene_id	gene_id	gene_symbol	fpkm_A11A	fpkm_A12A	fpkm_A13A	fpkm_A15A	fpkm_A16A	fpkm_A17A	fpkm_A18A	fpkm_A19A	fpkm_A1A	fpkm_A20A	fpkm_A2A	fpkm_A3A	fpkm_A4A	fpkm_A5A	fpkm_A6A	fpkm_A7A	fpkm_A9A	fpkm_B10A	fpkm_B12A	fpkm_B13A	fpkm_B14A	fpkm_B15A	fpkm_B16A	fpkm_B18A	fpkm_B19A	fpkm_B1A	fpkm_B20A	fpkm_B3A	fpkm_B4A	fpkm_B5A	fpkm_B6A	fpkm_B7A
90627	90627	STARD13	2.78	6.81	2.04	1.5	2	2.46	2.82	1.88	1.66	2.07	2.55	5.31	1.66	8.48	1.62	2.4	3.74	1.86	0.86	2.92	1.78	2.44	5.17	2.85	3.17	2.85	2.47	1.51	3.88	2.34	1.54	1.77
2994	2994	GYPB	0	0	0	0.02	0.02	0	0	0	0	0	0.07	0	0	0	0.05	0	0	0.02	0	0	0.02	0	0.11	0.04	0.02	0	0.02	0	0.02	0	0	0
115286	115286	SLC25A26	19.28	16.64	29.24	16.06	14.53	17.49	16.19	15.07	26.94	18.67	16.3	15.1	18.05	20.61	35.73	16.93	15.11	19.03	21.73	17.45	10.33	22.76	15.87	18.2	18.54	15.38	15.04	31.92	16.26	15.35	52.84	35.86
55205	55205	ZNF532	11.36	13.84	9.79	17.67	13.1	13.54	13.35	14.18	8.09	14.46	13.46	16.79	12.51	10.2	4.68	11.41	16.98	6.58	8.55	13.36	13.54	9.45	13.21	10.75	11.2	12.49	15.4	6.51	9.53	13.47	4.88	3.4
347168	347168	OR1J1	0	0.06	0	0	0	0.07	0	0.06	0.11	0.03	0.07	0	0.06	0	0	0.08	0	0	0	0.06	0	0.06	0	0	0	0	0	0	0.11	0.06	0	0.06
340096	340096	H3Y2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0	0.05	0	0	0	0	0	0	0	0	0
84626	84626	KRBA1	5.12	5.71	3.5	5.65	4.17	6.83	5.85	7.02	4.22	7.09	5.53	6.65	5.62	3.81	3.89	7.94	6.48	18.41	28.52	30.72	46.07	26.48	70.83	12.4	21.31	33.5	22.7	7.08	40.05	30.02	4.94	16.96
84939	84939	PWWP3A	47.81	47.85	24.93	66.52	40.91	48.73	63.92	72.68	28.5	53.73	40.22	56.55	36.31	42.69	18.8	49.34	45.61	50.67	60.92	50.4	50.17	37.32	47.57	48.85	42.68	66.78	51	30.13	62.71	66.19	24.23	29.11
286749	286749	STON1-GTF2A1L	0	0.02	0	0	0	0	0.02	0	0.03	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
158521	158521	FMR1NB	0.29	0.06	0	0.23	0	0.28	0.37	0.31	0.06	0.79	0.2	0	0.12	0	0	0.15	0	0	0	0.06	0	0	0.12	0	0.06	0.06	0	0.06	0	0	0	0
101927581	101927581	CCDC182	0.09	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0.08	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0
3889	3889	KRT83	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
9600	9600	PITPNM1	18.35	11.28	21.03	18.51	7.13	13.72	15.47	26.8	14.17	19.21	11.61	19.73	14.14	6.68	17.46	16.73	15.78	6.01	13.62	16.61	11.3	14.2	11.15	17.31	13.95	17.22	15.77	11.78	20.16	18.72	14.44	6.93
2086	2086	ERV3-1	3.56	6.69	13.19	9.49	4.77	5.14	3.71	9.99	3.22	6.42	3.68	5.78	6.41	2.07	1.46	2.58	5.53	6.18	2.87	8.24	7.78	7.18	3.87	6	4.37	7.75	4.2	6.24	7.82	6.57	2.98	1.56
7337	7337	UBE3A	18.41	21.93	17.5	22.64	25.78	18.01	19.93	24.26	16.83	16.54	18.93	21.54	16.51	17.97	10.35	13.34	17.92	19.96	13.9	19.08	24.83	18.65	15.28	18.66	17.52	19.91	19.02	15.32	19.06	19.82	14.59	12.9
10129	10129	FRY	15.27	22.51	21.51	19.72	12.63	13.63	17.82	18.98	10.55	18.52	14.13	13.03	11.18	25.47	8.77	12.61	14.96	10.28	7.35	14.4	8.97	9.6	10.19	10.3	11.07	14.6	11.35	7.61	7.91	13.33	5.64	4.21
57647	57647	DHX37	2.91	4.13	1.51	2.53	2.72	2.63	3.95	3.07	1.78	3.26	2.7	3.31	2.34	2.58	0.98	3.2	3.07	2.42	2.04	2.85	2.53	1.78	3.33	2.51	2.62	3.33	2.4	1.5	2.21	3.17	0.92	1.53
200558	200558	APLF	0.29	0.03	0.09	0.56	0.06	0.43	0.82	1	0.48	0.21	0.74	0.08	0.33	0.08	0.32	0.53	0.09	1.41	0.04	0.08	0.1	0.06	0.21	0.06	0.01	0.06	0.09	0.08	0.08	0.09	0.02	0
79679	79679	VTCN1	0	0.05	0.03	0.13	0.03	0.03	0.19	0.05	1.15	0.14	0.03	0	0.03	0.2	0.03	0	0.08	0	0.05	0	0	0.66	0	0.05	0.33	0.08	0.13	0.08	0.03	0.18	0.03	0
23534	23534	TNPO3	10.11	10.38	8.47	9.24	15.52	9.11	8.74	11.69	7.5	10.42	10.44	10.44	6.82	8.61	3.81	9.09	8.19	11.16	10.87	11.49	10.36	10.39	10.15	10.93	10.05	12.94	12.53	7.1	11.02	14.87	4.4	7.68
7398	7398	USP1	16.27	18.78	10.99	13.52	17.77	13.93	11.95	13.98	13.3	14.91	16.06	13.22	11.3	12.36	9.09	9.82	13.8	15.96	10.41	13.77	9.88	14.98	13.14	18.56	12.4	19.33	16.41	12.94	16.07	18.34	13.3	14.94
120146	120146	TRIM64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55137	55137	FIGN	2.92	0.53	0.03	4.29	2.82	2.58	2.33	4.18	0.31	5.54	0.95	1.78	0.02	0.07	0.62	0.2	0.09	1.11	0.04	0.33	0.25	0.12	0.42	0.07	0.07	0.6	0.25	0.07	0.14	0.11	0.36	0.01
57459	57459	GATAD2B	8.76	12.39	6.27	10.96	8.36	8.67	9.83	10.14	5.25	10.11	10.41	12.07	8.69	9.81	3.28	8.28	11.3	8.21	8.28	10.2	8.58	5.65	9.22	9.16	7.68	10.47	10.89	4.49	11.21	9.88	1.91	3.42
4319	4319	MMP10	0	0	0	0	0.37	0	0	0	0.2	0.04	0	0	0	0	0	0.04	0	0.03	0.06	0.1	0.04	0.44	0	0.81	0.37	0	0.07	0.14	0.14	0.47	0.17	0.06
51742	51742	ARID4B	16.4	21.16	11.03	19.74	18.77	17.02	17.08	19.21	11.75	19.06	18.05	17.69	18.24	18.51	7.48	14.43	20.27	16.64	17.42	21.43	21.53	14.36	15.25	18.37	16.68	22.78	21.76	11.47	20.99	19.15	7.32	11.1
6894	6894	TARBP1	18.91	33.24	18.83	35.53	20.52	30.74	25.08	24.61	18.18	29.48	24.54	23.21	29.86	27.62	12.52	26.33	35.19	15.65	11.91	17.3	17.72	11.72	19.47	20.86	13.22	15.21	18.1	13.76	16.26	14.78	6.59	11.65
127845	127845	GOLT1A	10.63	13.77	27.06	13.67	10.25	12.87	13.81	12.57	24.98	14.32	10.89	8.48	33.39	9.21	18.99	17.42	17.54	5.8	5.17	5.4	1.22	7.97	5.54	6.91	3.67	4.82	8.19	4.41	3.4	2.5	7.6	11.43
4902	4902	NRTN	0.66	8.66	8.67	1.69	0.66	0.69	0.56	1.11	5.73	1.54	1.67	0.2	1.28	6.43	7.97	2.8	0.75	0.56	0.26	0.04	0.34	0.18	0.04	0.26	0.32	0	0.08	0.12	0.16	0.12	0.12	0.63
161142	161142	FAM71D	0.13	0.11	0.04	0.22	0.09	0.19	0.09	0.1	0.04	0.18	0.13	0.19	0.14	0.06	0.08	0.13	0.21	0.13	0.12	0.14	0.08	0	0.08	0.18	0.15	0.12	0.11	0.02	0.16	0.1	0.04	0.1
55695	55695	NSUN5	27.13	35.24	24.41	37.71	24.58	34.8	32.19	25.96	24.4	35.5	28.69	32.45	32.77	36.61	26.61	36.31	37.84	15.57	33.45	26.69	18.13	17.58	24.83	26.31	23.93	20.75	26.36	19.45	26.38	22.15	16.42	15.86
26279	26279	PLA2G2D	0.13	0.3	0.05	0.12	0.29	0.35	0.26	0.38	0.16	0.32	0.04	0.3	0.18	0.17	0.13	0.29	0.19	0.1	0.09	0.33	0.5	0.07	0.35	1.08	0.21	0.22	0.27	1.03	0.29	0.4	0.21	0.25
4066	4066	LYL1	0.44	0.72	1.22	0.23	0.96	1.53	0.9	0.41	2.11	0.52	0.46	0.62	0.28	1.09	1.98	2.48	1.06	0.73	0.49	0.96	1.4	0.94	2.23	2.24	0.45	0.88	1.35	1.05	4.63	0.88	1.44	0.38
440077	440077	ZNF705A	0	0	0	0.07	0.04	0	0.03	0	0.04	0	0.02	0	0.04	0	0	0.04	0.09	0.03	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0
154064	154064	RAET1L	0	0	0	0.05	0.18	0.07	0	0.11	0	0	0	0	0	0	0	0	0	0.04	0	0.08	0	0.07	0	0	0.06	0	0	0	0	0	0	0
129450	129450	TYW5	4.3	5.48	3.24	6.9	4.13	5.13	4.69	5.8	3.98	5.17	3.99	4.46	4.87	4.04	3.09	4.33	5.05	3.39	3.75	3.78	3.47	3.16	3.69	3.96	3.65	4.13	4.68	2.71	4.77	4.15	2.57	2.03
7479	7479	WNT8B	0.2	0.72	1.02	0.11	1.22	0.1	0.03	0.17	0.62	0.18	0.16	0.11	0.05	0.11	0.19	0.14	0.47	0.1	0.05	0.14	0.21	0.05	0.11	0.08	0.08	0.05	0.11	0	0.06	0.08	0	0.1
10220	10220	GDF11	2.97	4.85	6.33	7.49	4.12	3.85	5.07	4.68	5.65	4.32	3.1	3.95	4.72	6.55	3.78	4.89	8.91	13.16	10.09	8.91	8.31	6.28	7	9.11	10.75	8.86	11.62	6.52	5.91	11.06	5.43	6.72
91862	91862	MARVELD3	1.82	2.48	1.19	1.72	6.16	2.86	1.93	2.38	2.13	1.34	2.18	2.57	1.61	1.25	0.88	2.07	2.26	2.46	2.17	3.24	2.9	2.31	3.57	2.22	2.64	2.37	2.66	1.39	3.96	2.4	1.42	2.28
493829	493829	TRIM72	0.8	1.03	0.51	1.03	0.93	1.12	1.07	1.24	0.4	1.16	0.92	1.24	0.89	1.01	0.42	0.84	1.52	0.7	0.98	1.26	1.38	0.48	1.17	0.96	0.85	0.99	1.25	0.46	1.32	1.17	0.36	0.4
57452	57452	GALNT16	1.55	2.17	2.85	3.56	2.09	1.34	3.36	2.8	2.8	1.34	2.29	2.2	1.85	2.83	3.74	2.43	2.17	9.68	5.77	11.2	14.85	11.04	6.91	26.77	11.17	12.32	8.4	5.18	12.97	13.83	1.2	5.91
643596	643596	RNF224	1.52	0.47	0.12	1.35	1.01	1.49	3.88	3.33	0.62	1.37	0.47	4.34	0.7	0.2	0.1	0.41	1.06	0.9	1.07	3.72	6.23	1.69	6.83	1.58	1.69	8.44	5.89	0.27	3.13	4.2	0.42	0.18
654346	654346	LGALS9C	0.06	0	0.06	0.05	0	0.07	0	0.1	0	0	0	0	0	0	0	0	0.09	0.06	0.06	0	0.23	0.04	0.09	0.21	0.05	0.1	0.09	0.05	0.07	0	0.85	0.08
6375	6375	XCL1	0.34	0.03	0.65	1.09	0.34	1.42	1.05	0.1	1.51	3.12	1.35	0.05	0.69	0.04	3.24	1.78	0.02	0	0.02	0	0.21	0.04	0.18	0.5	0.15	0.05	0.1	0.33	0.14	0.02	0.2	0.12
728276	728276	CLEC19A	0.1	0.36	0.05	0.24	0.39	0.09	0.4	0.2	0.07	0.2	0.04	0.36	0.19	0.27	0.17	0.22	0.41	0.22	0.2	0.46	0.51	0.18	0.3	0.17	0.22	0.28	0.43	0.1	0.59	0.2	0.02	0.05
165679	165679	SPTSSB	0.29	1.29	0.28	0.13	0.07	2.1	0.1	0.7	0.1	0.52	0.97	0.1	0.88	0.62	0.16	1.72	0.1	0.13	0.77	0.33	0	0.1	0.1	1.02	0.44	0.07	0.53	0.14	1.11	0.07	0.03	0
56910	56910	STARD7	46.74	40.92	40.81	41.25	42.18	44.59	40.74	47	42.74	47.17	42.17	37.23	39.14	37.81	30.74	38.64	41.23	53.85	42.85	33.96	47.76	45.47	38.99	43.44	41.73	40.31	38.19	44.02	36.81	40.22	34.32	36.38
159090	159090	PABIR2	18.81	21.1	17.63	16.46	43.48	25.44	26.44	25.27	14.82	21.03	21.82	22.52	31.25	26.09	14.88	20.94	26.22	20.77	18.55	20.07	38.9	22.74	18.82	26.21	32.57	22.26	22.13	18.11	26.74	25.65	6.54	13.17
27158	27158	NDOR1	6.44	8.67	3.78	7.7	5.28	7.11	9.1	7.7	5.16	7.14	6.59	9.03	6.57	7.77	5.04	8.81	8.16	6.7	9.37	9.23	9.08	4.61	9.59	7.87	6.98	9.38	9.08	4.89	6.99	10.34	2.69	4.52
144347	144347	RFLNA	0	0.84	0.75	0.43	0.19	0	0.31	0.15	0.76	0.59	0.07	0.24	0.8	0	0.28	0.18	0.36	0.14	0.36	0.05	0.33	0.38	0	0.23	0.17	0	0	0.11	0.1	0.07	0.05	0.24
4993	4993	OR2C1	0.1	0.35	0.21	0.45	0.21	0.05	0.21	0.51	0.12	0.31	0.1	0.17	0.34	0.18	0.3	0.27	0.04	0.32	0.44	0.25	0.18	0.31	0.12	0.24	0.35	0.29	0.25	0.17	0.18	0.25	0.09	0.16
8577	8577	TMEFF1	0.85	0.71	0.86	0.64	1.69	0.79	0.55	0.48	0.31	0.33	0.87	0.23	0.51	0.71	0.21	0.37	0.65	0.3	0.12	0.09	0.67	2.06	1.15	0.61	0.26	0.69	0.27	1.03	0.4	1.16	0.16	0.8
55968	55968	NSFL1C	30.28	26.14	26.28	25.63	30.79	26.6	25.39	25.41	26.48	26.11	26.46	26	26.57	23.41	24.77	30.5	22.8	23.26	29.39	22.82	17.62	28.05	21.39	26.8	20.41	19.87	21.83	25.18	19.94	19.99	22.61	24.27
390212	390212	GPR152	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.04	0	0	0	0	0
389763	389763	SPATA31D1	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	1.86	1.26	0.25	0	0.09	0.06	0.48	0.06	0.02	1.09	0.04	0.23	0
102724560	102724560	CBSL	0.63	5.56	1.18	0.22	0	0.74	0	0	0.71	0.13	0.64	0.12	0.46	0	0.42	1.29	0.72	0.06	0.32	0	0.81	0	0.77	0.12	0.33	0	0.48	0.72	0.71	0.45	0.27	0.27
155066	155066	ATP6V0E2	139.62	132.53	245.83	156.53	98.33	181.48	176.59	142.58	196.98	183.67	169.42	129.81	236.43	173.91	213.53	201.04	162.81	148.86	216.1	99.05	97.58	134	127.14	137.62	170.77	115.52	128.33	157.34	76.63	117.58	119.04	138.81
200844	200844	CFAP20DC	1.4	0.72	1.04	1.11	5.32	1.34	0.81	1.92	2.06	1.19	0.98	0.84	0.49	0.38	1.14	0.63	0.67	1.13	0.69	1.15	1.95	1.03	0.3	1.25	0.63	2.02	1.33	2.25	1.56	1.38	1.23	0.99
6421	6421	SFPQ	61.27	106.05	36.08	93.59	63.31	70.4	80.39	84.18	45.15	81.73	78.6	91.62	75.76	94.65	29.46	77.51	87.61	43.17	59.05	70.52	79.53	39.03	57.59	59.74	60.24	64.1	73.77	30.84	65.01	60.86	21.47	28.92
170591	170591	S100Z	0.49	0.38	0.28	0.7	0.36	0.34	0.38	0.41	0.11	0.93	0.45	0.46	0.37	0.24	0.3	0.44	0.58	0.17	0.59	0.46	0.45	0.31	0.66	0.63	0.3	0.23	0.72	0.22	0.7	0.42	0.43	0.34
8789	8789	FBP2	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3326	3326	HSP90AB1	933	859.39	792.55	869.04	742.93	818	1015.04	882.5	797.3	894.44	954.49	882.51	720.99	645.95	657.76	751.49	831.31	757.37	715.59	796.06	646.19	865.68	479.43	676.27	624.03	740.89	653.89	478.34	670.28	684.22	354.91	800.43
390792	390792	KRT39	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5433	5433	POLR2D	9.29	10.72	7.65	10.55	8.76	8.81	8.71	10.89	7.7	9.45	9.29	11.44	9.12	8.02	6.05	9.62	9.21	9.85	11.38	10.26	8.51	9.55	8.64	9.44	10.57	10.18	9.92	9.18	10.8	11.49	7.15	8.23
4209	4209	MEF2D	24.12	20.27	9.41	20.05	27.06	17	26.49	31.41	11.32	23.23	17.54	28.73	17.89	18.4	6.36	20.49	28.22	20.83	23.09	25.25	16.79	11.61	23.89	21.58	15.46	36.14	27.08	9.14	33.18	28.74	3.94	6.71
4784	4784	NFIX	0.93	0.59	0.07	0.73	0.28	1.43	0.45	0.18	0.95	0.99	1.26	0.36	0.07	0.38	0.01	0.8	0.55	0.55	0.4	1.77	13.7	1.31	2.44	7.83	1.96	0.4	4.68	0.12	0.52	3.09	0.06	0.04
100129583	100129583	FAM47E	16.08	16.11	19.73	17.81	12.4	11.81	15.65	16.06	20.53	11.47	18.43	21.74	21.5	14.28	23.59	18.11	21.09	5.79	19.02	10.26	7.05	15.95	7.39	11.84	9.6	7.89	9.92	17.77	7.82	7.98	28.82	6.67
642517	642517	AGAP9	19.3	41.53	30.52	22.2	30.69	19.17	21.58	33.75	4.41	34.16	20.08	31.27	19.31	19.9	7.64	32.32	31.49	13.65	11.84	21.61	5.28	14.14	24.92	30.62	22.25	26.29	18.28	8.37	14.35	27.34	5.25	7.96
151790	151790	WDR49	0.05	0	0.04	0	0.04	0.08	0	0.09	0.04	0.05	0.02	0.09	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.04	0	0	0
51009	51009	DERL2	10.28	13.24	16.77	13.55	14.76	12.69	10.8	11.48	18.67	10.85	11.21	11.64	15.64	13.95	16.45	13.48	13.24	23.23	20.76	17.72	15.04	20.24	19.58	19.42	19.55	15.22	18	26.39	16.85	16.88	36.36	24.36
100506013	100506013	APELA	0.12	0.03	0.04	0.62	0.03	0.38	0.04	0.05	0.09	6.03	0.11	0.06	9.64	1	1.18	0.13	0.12	0.03	0	0.13	0	0.02	0.03	0.02	0.05	0	0.24	0	0.1	0.06	0	0
558	558	AXL	3.52	2.44	3.58	1.01	4.86	4.92	2.11	1.62	3.1	1.73	1.33	1.62	1.37	3.48	2.22	4.34	2.84	2.37	1.15	4.11	8.05	2.7	14.66	5.32	1.54	3.25	4.56	2.96	6.25	3.82	1.94	1.85
9859	9859	CEP170	12.32	13.42	7.26	12.99	14.34	12.54	11.07	11.75	7.55	15.23	11.32	8.88	8.57	9.58	5.66	8.7	9.37	11.01	7.45	11.82	7.85	12.8	12.01	11.43	9.97	14.03	15.7	7.73	10.82	14.41	6.98	7.19
55798	55798	METTL2B	6.07	10.5	4.03	10.08	8.03	9.87	9.06	11.28	5.65	9.18	9.23	8.46	7.87	6.19	3.53	7.71	9.01	5.69	8.04	9.17	14.05	6.05	9.33	7.65	9.04	8.35	8.37	4.84	9.52	9.59	3.48	4.12
79095	79095	BBLN	39.1	52.09	112.11	45.69	31.8	68.65	48.87	32.99	76.04	57.09	58.86	73.64	89.25	130.84	348.98	119.73	72.4	189.13	71.33	58.85	77.81	98.73	52.8	67.62	56.71	34.92	50.43	96.11	40.16	48.33	268.02	222.04
10509	10509	SEMA4B	14.38	22.77	10.88	25.79	18.4	16.68	22.18	15.97	13.52	18.15	16.73	27.33	15.57	25.78	5.99	18.46	23.26	23.67	38.52	30.84	20.23	13.39	25.04	20	28.26	25.43	22.54	18.24	26.23	23.17	7.25	8.6
353274	353274	ZNF445	5.38	7.19	2.82	5.87	4.16	5.11	6.01	6.96	3.07	5.25	5.44	6.96	4.09	4.07	2.07	5.32	5.08	5.84	4.27	6.85	8.47	3.5	5.07	4.9	4.38	6.77	7.08	3.27	6.32	8.23	1.7	3.07
7184	7184	HSP90B1	245.1	235.41	235.94	279.73	460.92	269.84	318.86	285.93	288.69	234.22	249.28	281.67	310.9	232.63	93.3	209.74	266.67	139.99	172.86	258.85	216.63	222.42	288.91	263.64	294.3	285.72	323.32	174	220.46	312.54	72.29	100.6
26013	26013	L3MBTL1	22.44	20.52	12.64	26.39	15.64	25.84	27.43	29.63	12.21	21.55	19.66	24.02	18.99	17.72	8.62	15.48	21.84	13.26	9.55	16.28	18.86	11.22	14.84	16.21	16.43	20.36	17.51	10.35	16.07	18.21	5.41	8.57
6101	6101	RP1	0	0	0	0	0.05	0.01	0	0.02	0.01	0.01	0	0	0	0	0.02	0	0	0.01	0	0.02	0.04	0.02	0.02	0	0.03	0	0.02	0.01	0.01	0	0.03	0
10238	10238	DCAF7	28.53	35.32	23.9	33.5	23.92	22.81	31.26	32.48	26.16	29.46	33.04	26.83	26.13	31.22	12.83	29.11	25.9	32.66	22.18	23.63	26.21	20.41	23.84	20.14	25.48	28.78	25.03	14.69	17.7	30.6	8.67	20.41
54845	54845	ESRP1	5.16	12.34	9.19	7.4	6.33	6.34	2.32	1.83	11.36	2.79	7.92	0.09	14.14	3.18	0.14	8.04	4.91	5.73	3.63	3.22	4.16	3.45	8.09	2.67	9.46	5.1	9.33	1.24	1.29	7.14	2.61	4.79
80381	80381	CD276	19.07	14.81	17.34	25.28	31.23	20.32	25.18	20.91	25.94	20.96	17.46	21.88	22.33	16.95	12.49	17.69	22.73	15.56	17.78	17.65	12.38	11.89	19.36	14.32	15.65	17.07	14.01	8.07	23.07	15.68	9.66	12.43
338773	338773	TMEM119	0.48	1.1	2.18	0.48	1.51	5.16	0.69	0.57	3.37	0.53	2.42	0.78	1.06	1.69	0.18	10.46	2.13	0.26	0.37	1.32	0.89	0.62	7.35	2.9	0.89	1.4	1.05	0.26	2.61	0.53	0.47	0.15
55102	55102	ATG2B	8.02	9.31	6.58	7.41	8.04	7.21	7.2	7.28	5.4	8.66	7.3	7.06	6.45	6.86	3.97	7.13	7.94	8.03	4.54	7.71	7.75	7.55	7.77	7.97	7.05	9.48	9.08	6.09	7.09	9.7	3.9	4.22
646019	646019	CBY3	1.8	0.52	0.8	0.89	0.69	0.42	1.51	0.72	0.48	1.44	0.8	1.23	0.91	0.18	0.75	0.63	1.14	1.07	0.8	1.47	0.92	0.72	0.68	1.08	0.84	1.05	0.56	0.64	0.44	1.18	0.79	0.67
55055	55055	ZWILCH	2.91	3.78	0.81	2.88	1.84	2.28	2.65	3.14	1.64	2.45	2.49	3.35	2.15	2.31	1.7	1.87	2.66	2.69	2.9	3.3	2.15	3.66	3.35	3.35	3.12	3.32	3.58	2.06	2.69	2.46	1.92	3.55
5929	5929	RBBP5	11.61	11.27	5.92	10.39	13.79	9.63	8.53	13.01	6.17	11.05	10.46	8.21	7.27	7.94	3.71	9.31	7.93	9.53	9.48	10.55	11.18	6.88	7.68	9.43	9.72	12.21	11.76	6.01	10.81	12.38	4.09	5.19
5554	5554	PRH1	5.72	6.28	6.63	5.52	3.51	3.83	4.87	5.49	5.71	4.78	2.66	7.53	3.5	5.32	6.86	4.91	5.31	2.61	1.53	1.2	3.13	3.4	2.74	2.3	3.98	3.11	2.05	4.44	1.86	3.67	9.02	2.87
9873	9873	FCHSD2	15.41	17.88	12.86	19.67	16.54	12.88	14.86	16.44	11.07	21.16	12.29	15.57	13.82	13.63	5.33	12.05	15.7	7.07	13.93	16.52	11.4	13.89	15.61	17.06	16.29	20.1	14.44	9.99	14.27	17	6.25	4.44
2845	2845	GPR22	0.45	0	2.18	0.13	2.3	0.58	1.08	0.52	1.48	0.88	0.69	1.11	1.49	1.83	1.56	0.61	1.33	3.17	0.63	0.84	0.3	1.36	0.94	2.13	1.1	0.83	1.57	1.82	0.31	1.63	2.41	1.83
63935	63935	PCIF1	34.35	35.7	13.9	22.72	24.16	23.83	25.87	23.55	19.21	26.22	27.44	35.37	21.53	31.58	11.95	23.78	25.9	19.58	27.86	25.7	22.3	22.49	23.01	24.13	21.4	27.32	21.59	16.95	23.56	24.49	12.93	15.03
10075	10075	HUWE1	29.66	29.83	20.11	27.3	55.11	20.62	25.97	30.34	18.6	26.27	24.61	32.41	19.45	23.8	13.12	23.47	21.56	17.95	15.96	27.14	22.29	16.67	17.13	18.56	18.28	31.01	21.98	12.94	19.32	30.2	6.9	12.46
339324	339324	ZNF260	5.27	7.52	3.7	7.17	5.41	5.82	4.73	7.61	4.72	6.06	5.98	5.69	5.26	6.51	3.17	5.7	5.19	5.48	4.86	5.44	5.04	4.87	4.86	5.12	4.61	5.39	5.48	4.26	5.58	5.41	3.2	3.51
121273	121273	C12orf54	1.37	0.5	0.44	0.19	0.21	0.23	0.39	0.69	0.56	1.03	0.54	0.29	0.29	0.26	0.67	0.86	0.39	0.18	0.09	0.29	0.31	0.18	0.36	0.37	0.53	0.29	0.19	0	0.04	0.13	0.04	0.09
581	581	BAX	28.04	31.77	36.85	25.53	39.48	40.19	25.67	20.83	41.35	29.61	32.34	33.05	30.07	49.63	68.15	39.06	29.01	36.47	56.42	24.26	21.47	29.25	35.58	31.86	28.63	22.04	29.21	52.62	29.09	23.4	56.86	51.55
55365	55365	TMEM176A	11.04	1.81	38.9	7.2	2.29	2.55	1.01	1.25	41.06	4.17	0.86	2.51	27.79	1.17	3.4	3.24	1.63	44.91	40.44	12.71	14.66	28.52	81.32	16.02	67.7	4.07	24.78	33.25	12.74	13.18	184.76	198.17
4676	4676	NAP1L4	62.13	46.52	47.65	63.89	57.78	59.98	62.43	66.01	46.36	61.25	55.89	51.42	56.89	44.61	42.01	59.56	52.15	25.89	56.15	44.08	24.57	47.08	48.05	47.68	50.64	44.31	49.21	43.32	45.12	51.33	28.77	22.27
374655	374655	ZNF710	4.14	6.62	2.97	4.47	5.11	4.52	5.07	4.25	4.57	4.59	3.6	6.23	4.49	4.55	2.45	5.18	4.78	3.18	2.48	3.8	3.26	1.79	5.3	3.87	2.7	4.19	4.76	1.65	4.38	4.58	1.27	1.36
4200	4200	ME2	17.74	10.65	17.08	17.23	21.37	16.48	15.42	17.07	16.51	18.22	14.62	12.32	15.23	12.96	12.92	12.62	14.56	9.29	10.97	16.88	11.82	18.49	12.6	12.87	14.03	15.13	13.3	16.39	16.14	15.15	12.15	5.93
389333	389333	PROB1	0.73	0.42	0.39	1.07	0.26	1.99	0.7	1.34	0.58	1.18	0.41	0.3	0.45	0.5	0.67	0.83	1.45	0.87	0.51	0.5	0.71	0.34	2.3	0.54	0.92	1.97	1.78	1.23	0.74	2.59	0.33	0.21
678	678	ZFP36L2	7.31	9.37	8.66	11.17	10.06	8.64	5.87	9.74	12.92	6.09	2.61	7.99	4.52	5.89	4.38	6.72	15.09	3.59	2.22	8.44	18.36	3.62	16.87	12.27	1.9	3.8	6.42	3.66	24.34	3.24	2.84	3.4
116931	116931	MED12L	1.5	0.38	1.47	1.95	1.46	1.09	1.35	1.77	0.98	1.44	0.97	1.3	1.43	0.22	0.94	1.57	1.76	1.98	1.14	1.68	1.66	1.77	1.73	2.5	1.87	2.13	2.21	1.11	1.51	2.36	1.12	1.3
1975	1975	EIF4B	290.94	239.73	153.77	179.35	149.97	218.41	189.92	183.78	200.3	219.77	237.97	203.55	142.41	159.92	158.88	174.63	146.79	207.88	161.81	218.84	150.99	247.77	175.14	170.99	182.08	200.07	184.93	174.69	173.62	159.96	143.44	186.89
